type,text
spam,আস্থা অ্যাপে টফি লিংকে আর্জেন্টিনার খেলা দেখুন tinyurl.com/BBLAS1
spam,আস্থা অ্যাপে টফি লিংকে ব্রাজিলের খেলা দেখুন tinyurl.com/BBLBW1
spam,মুহূর্তেই মোবাইল রিচার্জ করুন আস্থা অ্যাপে tinyurl.com/BBLAM2
spam,ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে tinyurl.com/bblafd
spam,"Dear Customer: As per the regulatory directive, govt excise duty will be applied to your BRAC Bank account. https://tinyurl.com/bblgth"
spam,আস্থা দিয়ে উপায়-এ টাকা পাঠালে ৳১০০ রিওয়ার্ড tinyurl.com/UPAYM1
spam,আস্থা অ্যাপে লগইন করে আস্থা প্লে-তে দেখুন দুর্দান্ত সব OTT কন্টেন্ট!
spam,আস্থা QR দিয়ে ৩ লক্ষ বিকাশ মার্চেন্টে পেমেন্ট করুন tinyurl.com/BBLAQ4
spam,"ব্র্যাক ব্যাংক সাপ্লিমেন্টারি ক্রেডিট কার্ডের মাধ্যমে ৫,০০০ টাকার অনলাইন কেনাকাটায় পাবেন ২৫০ টাকা ক্যাশব্যাক। বিস্তারিত- tinyurl.com/BBLSC4"
spam,আস্থা অ্যাপ দিয়ে ক্রেডিট কার্ডের বিল পেমেন্ট করলেই ৩ জিবি ইন্টারনেট ও ৩০ দিনের চরকি সাবস্ক্রিপশন ফ্রি! tinyurl.com/bblcrc
spam,"আজ আস্থা দিয়ে ‘উপায়’-এ ৳২,৫০০ ট্রান্সফার করলেই উপায় অ্যাকাউন্টে পেয়ে যাবেন ৳২৫ ইনস্ট্যান্ট ক্যাশ রিওয়ার্ড। বিস্তারিতঃ tinyurl.com/BBLAU1"
spam,"৬০ দিনের চরকি সাবক্রিপশন ফ্রি,আস্থা অ্যাপ দিয়ে ৬ বার ৳১,০০০ বা তার বেশি ট্রানজ্যাকশনে।tinyurl.com/bblawi"
spam,শুক্রবারে ‘আস্থা’ দিয়ে অ্যাকাউন্ট থেকে bKash-এ ২ বার ঠিক ৳১৫০০ ট্রান্সফারে bKash-এ ৳৫০ বোনাস ও স্বপ্ন’তে ৳১০০ কুপন! tinyurl.com/BRC205
spam,৩৭% পর্যন্ত ছাড়ে ঈদ শপিং হোক শুধুমাত্র BBL কার্ডে! tinyurl.com/BBLCLR
spam,BBL কার্ডের অফারে রমজান জুড়ে হোক ইফতার ও ডিনার! tinyurl.com/BBLCDB
spam,আপনার ‘ফ্রি’ ব্র্যাক ব্যাংক মাল্টি-কারেন্সি ডেবিট কার্ডটি না নিয়ে থাকলে আজই ফোন করুন 16221 নম্বরে। tinyurl.com/BRC209
spam,আস্থায় সর্বোচ্চ লেনদেনে ৫-স্টার হোটেলে কাপল কুপন tinyurl.com/BBLACD
spam,জিতে নিন ১০ গুণ বোনাস রিওয়ার্ড পয়েন্টস প্রতিটি QR ট্রানজেকশনে শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BBLQRT
spam,"ইনস্ট্যান্ট বোনাস ৳১০০ পেতে আস্থা অ্যাপ থেকে বিকাশ-এ ২ বার ঠিক ৳৭,৫০০ ট্রান্সফার করুন tinyurl.com/BRC214"
spam,"বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ ২,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLSPM"
spam,"৫০% পর্যন্ত ছাড়ে ঈদ শপিং, শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BRCLST"
spam,"গ্রোসারি শপিংয়ে বোনাস ২,৫০০ রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLGSy"
spam,মাত্র তিন ক্লিকে আস্থা অ্যাপ ব্যবহার করে যেকোনো ব্র্যাক ব্যাংক অ্যাকাউন্টে প্রতিদিন সর্বোচ্চ ১০ লক্ষ টাকা পাঠান।
spam,"ঈদের নতুন লুক? নির্ধারিত পার্লার ও সেলুনে ১,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLVPR"
spam,"ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে, ইফতার ও ডিনার একসাথে! tinyurl.com/BblBGO"
spam,এই ঈদে Bata-তে ১০% ক্যাশব্যাক ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLBTA
spam,১০০টিরও বেশি ডাইন-ইন আউটলেটে ইফতারে ব্র্যাক ব্যাংক কার্ড দিয়ে পাবেন ২৫% পর্যন্ত ছাড়! tinyurl.com/BRCDnn
spam,ঈদে নতুন গহনা? ৭৫% পর্যন্ত ছাড় শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BRCJLR
spam,"ঈদের নতুন লুক? নির্ধারিত পার্লার ও সেলুনে ১,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVPR"
spam,"আড়ং-এ অনলাইন ঈদ শপিংয়ে ২,৫০০ বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVAR"
spam,"রমজান মাসজুড়ে, ব্র্যাক ব্যাংক কার্ডে অনলাইন কেনাকাটায় পাচ্ছেন ২৫% পর্যন্ত ছাড়। বিস্তারিত tinyurl.com/BBLSSL22"
spam,ঈদে ভ্রমণ হোক আনন্দময় ব্র্যাক ব্যাংক কার্ডের সাথে! tinyurl.com/BBLHTA
spam,Daraz এ কেনাকাটায় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে ১০% ক্যাশব্যাক! https://t.ly/vnnB
spam,জিতে নিন ১০ গুণ বোনাস রিওয়ার্ড পয়েন্টস প্রতিটি QR ট্রানজেকশনে শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLQRT
spam,"বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ ২,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLSPM"
spam,র‍্যাডিসন ব্লু চট্টগ্রাম(01777701164) ও দি পেনিনসুলা চিটাগাং (01755554551) এ ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!
spam,ঈদের ভ্রমণে ৫০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLRVRPT
spam,ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে tinyurl.com/BRC202ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে tinyurl.com/BRC202
spam,ইফতার কিংবা ঈদ শপিং-সবই হবে ব্র্যাক ব্যাংক কার্ডের আকর্ষণীয় সব অফারের সাথে! বিস্তারিত: tinyurl.com/BBLRMD
spam,"১০% পর্যন্ত ছাড়ে ঈদ শপিং, শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BLYTEN"
spam,"প্রতিদিন ইনস্ট্যান্ট বোনাস ৳১০০ পেতে আস্থা অ্যাপ থেকে বিকাশ-এ ২ বার ঠিক ৳৭,৫০০ ট্রান্সফার করুন tinyurl.com/BRC214"
spam,BRAC EPL নিয়ে এলো TARA গ্রাহকদের জন্য নিশ্চিন্তে শেয়ার বাজারে বিনিয়োগ করার সুযোগ। বিস্তারিত tinyurl.com/BBLTO5 অথবা কল করুন ১৬২৮৫ এ।
spam,"যেকোন ব্যাংকিং ইস্যুতে রেজিস্টার্ড মোবাইল থেকে ফোন করুন অথবা রেজিস্টার্ড ইমেইল থেকে লিখুন। যোগাযোগের ঠিকানা বা রেজিস্টার্ড মোবাইল নম্বর পরিবর্তন হলে, আপডেটের জন্য ১৬২২১ এ ফোন করুন অথবা নিকটস্থ ব্র্যাক ব্যাংকের ব্রাঞ্চে যোগাযোগ করুন। ধন্যবাদ।"
spam,শেয়ারট্রিপ-এ এয়ার টিকেটে অতিরিক্ত ৬০০ টাকা ছাড় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! বিস্তারিত: tinyurl.com/BRCSTR
spam,লেকশোর গুলশান (01911426106) ও হোটেল সারিনা (01730020336) তে ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!
spam,"পছন্দের রেস্টুরেন্টে ইফতারি হোক জমজমাট, সাথে ১০০০ বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP"
spam,Gadget &amp; Gear-এ ২৪ মাস ০% EMI সুবিধা ব্র‍্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/GnGprm
spam,"রমজানজুড়ে কেনাকাটায় ১০,০০০ বোনাস রিওয়ার্ড পয়েন্ট জিতে নেওয়ার সুযোগ শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLVRP"
spam,শুভ নববর্ষ! ১০০টিরও বেশি ডাইন-ইন আউটলেটে ইফতারে ব্র্যাক ব্যাংক কার্ড দিয়ে পাবেন ২৫% পর্যন্ত ছাড়! tinyurl.com/BRCDnn
spam,"প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল ৮:৩০টার পরিবর্তে ১১:৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।"
spam,"হোটেল ও রিসোর্ট ভ্রমণে ৩,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! অফারটি সীমিত সময়ের জন্য! tinyurl.com/BBLVRP"
spam,"প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল ৮:৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।"
spam,"বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ ২,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP"
spam,Secret Recipe থেকে ইফতার কিনুন ২০% ছাড়ে ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BRCDnn
spam,BBL কার্ডের দারুণ সব অফারে করুন ইফতার ও ঈদ শপিং! tinyurl.com/BBLRCO
spam,১৪-১৫ এপ্রিল (শুক্র-শনি) গুলশান আলোকি-তে সবার জন্য উন্মুক্ত ‘তারা উদ্যোক্তা মেলা’য় আপনি সপরিবারে আমন্ত্রিত। ভিজিটঃ tinyurl.com/BBLUMU
spam,রমজান মাসজুড়ে নূন্যতম ১০০০ টাকার প্রতিটি ফুড অর্ডারে ২০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP
spam,পার্লার ও সেলুনে ১০০০ পয়েন্টস BBL ক্রেডিট কার্ডে! tinyurl.com/BBLPS1
spam,ঈদে হোক নতুন গহনা! ৭০% পর্যন্ত ছাড় BBL কার্ডে! tinyurl.com/BBLJLW
ham,ট্রানজ্যাকশন নম্বর R230908.1132.65010e 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230904.1206.61001d 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230925.1222.65014b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.84 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230924.1105.650117 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.96 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230915.1417.6700b8 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231030.0622.690005 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.77 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231030.1633.6300b2 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.75 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231028.1029.690134 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231027.1504.6100a3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221027.1001.1600e7 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 78.86 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221025.0813.17003a 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.04 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231109.1612.630135 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.85 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221106.1221.23006b 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221129.1151.1600f7 300 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 302.50 টাকা। নতুন মেয়াদ 29/11/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231128.0933.70005a 59 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 64.39 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221128.1352.250132 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.85 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231127.1515.6500cc 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.91 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231126.1008.6500d5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 26.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231124.2002.69021e 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.70 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R231120.1208.660018 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 58.74 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221115.2035.200073 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.77 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240507.1549.66007e 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.18 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240507.0932.68000c 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.10 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240505.1639.7000c5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20 টাকা। নতুন মেয়াদ 04/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240504.2108.61018f 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.21 টাকা। নতুন মেয়াদ 03/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230530.0103.21000b 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240503.2025.7201bd 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.13 টাকা। নতুন মেয়াদ 02/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230529.1635.1500ac 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.86 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230526.1514.200080 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.77 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240523.0957.720082 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 141.73 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230517.2109.1500d4 56 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 56.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240512.1330.710053 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.02 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240510.2007.670114 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.38 টাকা। নতুন মেয়াদ 09/06/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240501.0929.66012b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.04 টাকা। নতুন মেয়াদ 31/05/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240305.1143.6700ad 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.08 টাকা। নতুন মেয়াদ 04/04/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230327.2248.23009c 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 52.90 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230312.0936.11009b 400 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 403.06 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230311.1224.1900c7 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.73 টাকা। নতুন মেয়াদ 08/02/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240608.1900.660158 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.27 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240608.1221.63000b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.10 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230607.1753.170008 56 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 56.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240605.1742.7000e4 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240603.1843.710125 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230622.1044.180162 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240619.1511.630016 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 19/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230617.1117.220080 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240614.1438.6700d5 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50 টাকা। নতুন মেয়াদ 14/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230613.2152.190161 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240612.1936.6701ac 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.95 টাকা। নতুন মেয়াদ 12/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240612.1208.680159 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.44 টাকা। নতুন মেয়াদ 12/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240610.1014.650124 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.02 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230726.1721.170081 26 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 26.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230717.1437.2200a2 130 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 130.91 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230715.1222.150027 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230713.0547.21002a 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230710.1231.1600ab 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.84 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230107.1622.170070 650 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 698.64 টাকা। নতুন মেয়াদ 07/01/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240125.1609.7100b4 89 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 89.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240123.0954.640075 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.36 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240120.1501.720072 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.38 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240119.1631.680147 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.40 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240119.1532.720121 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240116.1351.7100d7 168 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 168.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240115.1211.64012d 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.43 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240114.1220.670138 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.10 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240101.1430.6100f3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.22 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230208.1012.2500c0 600 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 609.45 টাকা। নতুন মেয়াদ 08/02/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R230207.1908.170066 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.18 টাকা। নতুন মেয়াদ 07/01/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240204.1103.7001a2 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.80 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R240201.1942.610015 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত
ham,ট্রানজ্যাকশন নম্বর R221205.1446.160034 650 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 725.17 টাকা। নতুন মেয়াদ 05/12/23পর্যন্ত
