text,label
Are you angry with me. What happen dear,0
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0
Thanks for looking out for me. I really appreciate.,0
HELLO PEACH! MY CAKE TASTS LUSH!,0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0
কার্ড থেকে বিকাশ-এ ৪৫০ টাকা অ্যাড মানি করলেই ৫০ টাকা ক্যাশব্যাক! TCA,1
‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৪’এর প্রতিপাদ্য,0
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1
"লুফে নিন পিওরইট RO ২৫০০৳ ছাড়ে, রেফারেই উপহার! বিস্তারিত/অপ্টআউট ১৬৬২৭*",1
মাই রবি অ্যাপে ২৭জিবি+৬৫০মিঃ+২৮৳ ক্যাশব্যাক ৫৫০৳।ক্লিক cutt.ly/b550,1
So how's the weather over there?,0
"বিশ্বাস করেন আর না করেন,বাচ্চা লালন পালনের ক্ষেত্রে মার চাইতে মাসিদের দরদ বেশী থাকে।|",0
তোদের ফ্রেন্ডদেরকে বল,0
"That's very rude, you on campus?",0
No problem baby. Is this is a good time to talk? I called and left a message.,0
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0
I anything lor.,0
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0
💢অর্ডার করার আগে অবশ্যই ডিস্কাউন্ট ভাউচার কালেক্ট করে নিবেন তাহলে এ দামে পাবেন।|,1
"বিল বিকাশ করুন কোনো চার্জ ছাড়াই (মাসে ২টা)TCA, কল 16247",1
In which place i can get rooms cheap:-),0
Dear umma she called me now :-),0
"৪ হতে ২৫ অক্টোবর “মা ইলিশ সংরক্ষণ অভিযান-২০২১” পরিচালিত হবে। এ সময়ে ইলিশ ধরা, পরিবহন, বাজারজাতকরণ, মজুদ, ক্রয়-বিক্রয় ও বিপনণ থেকে বিরত থাকি - মৎস ও প্রাণিসম্পদ মন্ত্রণালয়।",0
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0
"Tee hee. Off to lecture, cheery bye bye.",0
Its good to hear from you,0
Speaking of does he have any cash yet?,0
নৌবাহিনীতে আর্থিক লেনদেনের মাধ্যমে ভর্তি হওয়া দন্ডনীয় অপরাধ। প্রতারক বা দালাল চক্র হতে সাবধান।,0
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0
Lol yes. But it will add some spice to your day.,0
All day working day:)except saturday and sunday..,0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0
Thanks  and ! Or bomb and date as my phone wanted to say! ,0
K.k:)advance happy pongal.,0
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0
শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২২ প্রদানের লক্ষ্যে ১৮-৩৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।,0
She ran off with a younger man. we will make pretty babies together :),0
সে যে কি কি চুপচাপ খেয়াল করে ফেলে অনেকসময় আমরাও পরে যখন আমাদেরকে বলে তারপর বুঝতে পারি,0
প্রথমবার বিল কত দিসিলাম?!|,0
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0
Reverse is cheating. That is not mathematics.,0
বাংলাদেশ সেনাবাহিনীর ৮১তম ডিএসএসসি (এএমসি) কোর্সে যোগদানের জন্য আবেদনের শেষ তারিখ ২৫ ফেব্রুয়ারি ২০২৩।,0
বিশেষ ছাড়! সব পণ্যের উপর ৯০% পর্যন্ত ডিসকাউন্ট!,1
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
Tell me pa. How is pain de.,0
Have a good evening! Ttyl,0
Yeah we do totes. When u wanna?,0
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",0
"‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৩’ এর প্রতিপাদ্য
“স্মার্ট বাংলাদেশের প্রত্যয়
দুর্যোগ প্রস্তুতি সবসময়”
- দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়|",1
We still on for tonight?,0
From here after The performance award is calculated every two month.not for current one month period..,0
"Call me. I m unable to cal. Lets meet bhaskar, and deep",0
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1
Hi:)cts employee how are you?,0
What happen to her tell the truth,0
"Lotto প্রিমিয়াম কোয়ালিটি লোফার সুজ, দারাজে এখন ৫৭% ডিস্কাউন্টে ডেলিভারি চার্জসহ মাত্র ৩১২টাকায়, অর্ডার করার জন্য নিচের লিংকে ক্লিক করুন-👇",1
না ম্যাম।,0
ট্রানজ্যাকশন নম্বর R240510.2007.670114 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.38 টাকা। নতুন মেয়াদ 09/06/24পর্যন্ত,0
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0
আপনার বন্ধ থাকা আকাশ সংযোগে রিচার্জ করে উপভোগ করুন আইপিএল ২০২১ এর রোমাঞ্চকর ম্যাচ স্টেডিয়ামে দেখার মতো অভিজ্ঞতা নিয়ে গাজী টিভি এইচডি চ্যানেলে।,1
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0
What time should I tell my friend to be around?,0
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",0
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0
"মীনা বাজারে
তীর তেল ৮৮৫
প্রিঃগরুর মাংস ৭৩৯
ব্রয়ঃমুরগি(চাঃছাঃ)৪১৭
প্রিঃনাজিরশাইল ৭৩
প্রিঃচিনিগুঁড়া ১২০
খেজুর ৩৭০*
ছোলা ৮৫
বুট বেসন ১২০
পেঁয়াজ ৪৮*
বেগুন ৬৮*
লবণ ৩৭*
তরমুজ ২৭৫*
বিস্তারিতঃ t.ly/3RDj
০১৯৩৩১১৭৭৫৫
*শ/প্র-চট্টগ্রাম-২৫মার্চ.পর্যন্ত",1
Good Morning plz call me sir,0
"আপনার ইবিএল ক্রেডিট এবং ডেবিট কার্ডে সর্বনিম্ন ১০০০ টাকা QR ট্রান্সাকশনে উপভোগ করুন ১৫% ক্যাশব্যাক, সর্বোচ্চ ৫০০ টাকা, ৩০ জুন ২০২৩ পর্যন্ত।",0
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
ট্রানজ্যাকশন নম্বর R240610.1014.650124 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.02 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,0
"কার্ড থেকে বিকাশ-এ ৬৫০ টাকা আনলেই ২০ টাকা ক্যাশব্যাক, ১ বার! TCA",1
Lol alright i was thinkin that too haha,0
৮৫ বাংলাদেশ বিমান বাহিনী একাডেমী কোর্সের আবেদনকৃত প্রার্থীদের প্রাথমিক নির্বাচনী পরীক্ষা চলছে। ভিজিট করুনঃ www.joinbangladeshairforce.mil.bd,0
মুজিব শতবর্ষে বিশ্ব খাদ্য দিবসের আহবানঃ,0
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0
"K give me a sec, breaking a  &lt;#&gt;  at cstore",0
এই ঈদে সবার জন্য পিওরইট RO তে চলছে ২৫০০৳ ছাড়! বিস্তারিত/অপ্টআউট ১৬৬২৭*|,1
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0
In meeting da. I will call you,0
তোরা এত্ত নেগেটিভলি কেন নিচ্ছস ব্যাপারটা?ও দেশের বাজারকে বিদেশে উপস্থাপন করতেসে।|,0
Hi :)finally i completed the course:),0
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0
সমস্ত প্রশংসা ও কৃতজ্ঞতা আল্লাহর জন্য যাঁর মালিকানাধীন আসমান ও যমীনে যা কিছু আছে। বরকতময় হোক মহরম,0
Let me know when you've got the money so carlos can make the call,0
Enjoy ur life. . Good night,0
Good morning princess! How are you?,0
বৈধভাবে বিদেশে গেলে নিজের এবং পরিবারের ভবিষ্যৎ সুরক্ষিত হবে। মানব পাচারকারীদের চিহ্নিত করতে সহায়তা করুন। মানব পাচারকারীরা আমাদের আশেপাশেই আছে। তাদের সম্পর্কে সতর্ক থাকুন।,0
No. I.ll meet you in the library,0
K..k.:)congratulation ..,0
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0
ডিলে জাতীয় পতাকা৳৭১ নগদ-এ ৳৭৫ক্যাশব্যাক গিফট কোডঃBD Chaldal.com/Free,1
"আজ ১০টি বছর, পাপা তুমি নেই।|",0
বাংলাদেশ ক্রিকেটের এক কিংবদন্তির বিদায়|,0
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1
You have 1 new voicemail. Please call 08719181503,1
Where r e meeting tmr?,0
নেট এমবি থাক বা না থাক sms টা সবাই কে পাঠাবেন কারণ আজ প্রিও নবির জন্মের রাত|,1
৮ এপ্রিল ‘বাংলাদেশ স্কাউটস দিবস’। ‘প্রত্যেকে আমরা পরের তরে’ থিমে প্রথমবারের মতো দেশব্যাপী উদযাপিত হচ্ছে এ দিবস। সকলকে বাংলাদেশ স্কাউটস দিবসের শুভেচ্ছা।,0
"৩৬%পর্যন্ত ছাড়ে বাবুর ডায়াপার
নগদ-এ৳৭৫ক্যাশব্যাক
T&C
chdl.co/nYSDqvCC",1
ফ্রি মেম্বারশিপ সহ লাখপতি হওয়ার সুযোগ!,1
Asking do u knw them or nt? May be ur frnds or classmates?,0
S:)no competition for him.,0
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,0
কোন বিনিয়োগ ছাড়াই ঘরে বসে আয়!,1
O i played smash bros  &lt;#&gt;  religiously.,0
পার্ট-টাইম ই-কমার্স কাজের সুযোগ!,1
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0
প্রতিদিন ১০০ টাকা জিততে চান? এখনই অংশগ্রহণ করুন!,1
No need lar i go engin? Cos my sis at arts today...,0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0
What * u wearing?,0
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0
সেরা ডিল! ৮জিবি ইউটিউব (৩০দিন) মাত্র ২০০টাকায়! পেতে: *212*7270#,1
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1
"Hi Chikku, send some nice msgs",0
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
"সুস্বাদু হিমসাগর ও ল্যাংড়া আম 🥭 গিফট বক্স!

Chaldal.com/fresh-fruit",1
যখন আছেন budget deal এর সাথে অর্ডার করে ফেলুন আপনার পছন্দের পণ্যগুলো,1
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",0
X course it 2yrs. Just so her messages on messenger lik you r sending me,0
Apart from the one i told you about yesterday?,0
I want to be inside you every night...,0
o turns out i had stereo love on mi phone under the unknown album.,0
Ok... Ur typical reply...,0
৪ টা দিসে যে ওটা মনে হয় প্রফিট বোনাস দিসে।,0
Tmr timin still da same wat cos i got lesson until 6...,0
Yesterday its with me only . Now am going home.,0
ট্রানজ্যাকশন নম্বর R240419.1038.62007b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 29.45 টাকা। নতুন মেয়াদ 19/05/24পর্যন্ত,0
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,1
মাত্র ১০০ টাকায় পায়ের নিচের মাটি কাঁপান!,1
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",0
"বিকাশ এ ১০ টাকা ক্যাশব্যাক, ১০০০ টাকা ক্যাশ আউট করলে TCA - কল ১৬২৪৭",1
ফোন করেই ভূমি সেবা! পৃথিবীর যেকোন প্রান্ত থেকে যেকোন সময় কল করুন ১৬১২২ নম্বরে আর ঘরে বসেই পেয়ে যান ভূমি বিষয়ক সকল সেবা একটি কলে।,0
I'm reaching home in 5 min.,0
প্রেম করা কেন গুনাহ জানতে ডায়াল করুন,1
Dont pick up d call when something important is There to tell. Hrishi,0
৩জিবি ফেসবুক (৩০দিন) মাত্র ৯০টাকায়! পেতে: *212*717#,1
U attend ur driving lesson how many times a wk n which day?,0
THIS IS A LONG FUCKIN SHOWR,0
I.ll get there tomorrow and send it to you,0
I think asking for a gym is the excuse for lazy people. I jog.,0
"ভ্যাট দিয়ে গড়বো দেশ, বঙ্গবন্ধুর বাংলাদেশ -জাতীয় রাজস্ব বোর্ড।",0
U wan 2 haf lunch i'm in da canteen now.,0
আজ শেষ দিন! দারাজ অ্যাপ থেকে কেনাকাটা করলে পাবেন ১০% ডিস্কাউন্ট।|,1
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0
Sounds great! Are you home now?,0
প্রেমের টিপস পেতে চাইলে এইসব ভুংচুং চাপুন|,1
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,1
ওদের সব কিছু তো ফেইসবুকে দেয়। একটা দেয় না মনে হয়,0
Studying. But i.ll be free next weekend.,0
Check with nuerologist.,0
আগামী ১ অক্টোবর ২০২২ তারিখ হতে ভূমি নামজারির ডিসিআর ফি ১১০০ টাকা অনলাইনে প্রদান বাধ্যতামূলক। -ভূমি মন্ত্রণালয়,0
Yes but I don't care cause I know its there!,0
"Aight yo, dats straight dogg",0
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0
I am not having her number sir,0
"Omw back to tampa from west palm, you hear what happened?",0
I like to talk pa but am not able to. I dont know y.,0
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,0
"[…] anyway, many good evenings to u! s",0
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1
Hi darlin did youPhone me? Im atHome if youwanna chat.,0
Are you ok. What happen to behave like this,0
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0
Your brother is a genius,0
Is there any training tomorrow?,0
"আপনার ফোন থেকেই আয় করুন, কোন অভিজ্ঞতা প্রয়োজন নেই!",1
"“আমার রক্ত শত ধমনীতে আনবে নতুন প্রাণ, অন্ধ আঁখিতে রশ্মি জ্বালাতে করবো দৃষ্টিদান”।",0
Dont show yourself. How far. Put new pictures up on facebook.,0
Yup having my lunch buffet now.. U eat already?,0
At 4. Let's go to bill millers,0
Yup... How ü noe leh...,0
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0
ছুটির দিনে স্পেশাল অফার মাই রবি অ্যাপে!৪০জিবি+৮০০মিঃ+৩২৳ ক্যাশব্যাক ৩০দিন ৬৩০৳।ক্লিক cutt.ly/c630,1
"I noe la... U wana pei bf oso rite... K lor, other days den...",0
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,0
Company is very good.environment is terrific and food is really nice:),0
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0
সন্ধ্যায় শুরু করবে বললো,0
নৌবাহিনীতে নাবিক ভর্তি চলছে। ০৭ মার্চ এর মধ্যে www.joinnavy.navy.mil.bd তে আবেদন করুন।,0
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0
"হেলথ্কেয়ার ফার্মাসিউটিক্যালস লিমিটেড এর অঙ্গপ্রতিষ্ঠান ‘শিলাইদহ ডেইরী’ আপনার প্রয়োজন পূরণ ও সুস্বাস্থ্য নিশ্চিত করতে বাজারে এনেছে খাঁটি দুধের ক্রীম থেকে তৈরি আল্ট্রা বাটার। পণ্য বাছাই এর সময় তাই পরিবারের জন্য হেলদি ও টেস্টি খাবার নিশ্চিত করুন স্বাদ ও মানে অনন্য আল্ট্রা বাটারের সাথে। আল্ট্রা বাটার - লেটস্ টেস্ট দ্যা বেস্ট।

আমাদের সম্পর্কে বিস্তারিত জানতে কিংবা অর্ডার করতে ভিজিট করুন- আল্ট্রা’র ফেসবুক পেজঃ https://cutt.ly/iEW25U8 ওয়েবসাইটঃ https://cutt.ly/JEW9fQl অথবা কল করুন ০১৮৪৪২৪৫২০৬ এই নম্বরে।",1
yes baby! I need to stretch open your pussy!,0
"‘‘আপনার অধিকার, আপনার দায়িত্ব:",0
Was the farm open?,0
Lol no. U can trust me.,0
"তুরষ্কের বিখ্যাত Aygaz LPG এখন আপনার এলাকায়।
অর্ডার করুন- 09612090909
StopAd? SMS BVZI to 21242|",1
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0
তোরা পাস নাই?,0
You are gorgeous! keep those pix cumming :) thank you!,0
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0
এক্সক্লুসিভ চাকরির অফার! সীমিত সময়ের জন্য!,1
"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0
What time you thinkin of goin?,0
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),0
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0
Oops. 4 got that bit.,0
* You gonna ring this weekend or wot?,0
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0
আন্তর্জাতিক মাদকবিরোধী দিবসের আহবান,0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,1
Am surfing online store. For offers do you want to buy any thing.,0
"এই লোকটা কোন স্টুডেন্টের মোবাইল টিপতেসে আল্লায় জানে।
|",0
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0
ভাই তোরা বাচ্চাকাচ্চার মা হইছস কেম্নে! ঝাউরা গুলা|,0
"চাকরির বাজারে নতুন সুযোগ, মিস করবেন না!",1
ফ্রি ট্রেনিং এবং কোটিপতি হওয়ার সুযোগ!,1
K I'll be sure to get up before noon and see what's what,0
রবি অ্যাপে ৫জিবি বোনাস সহ আপনি পাবেন ৪৫জিবি+৮০০মিঃ ৬৩০৳ cutt.ly/d35,1
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,0
"Usf I guess, might as well take 1 car",0
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1
Get ready for  &lt;#&gt;  inches of pleasure...,0
নারী দিবস উপলক্ষ্যে এই মার্চে TARA Flexi DPS ১০ বছর মেয়াদে খুললেই পাবেন ৮% ইন্টারেস্ট! tinyurl.com/bbltwd23,1
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1
সীমিত সময়ের জন্য! পানীয় পণ্যে ১৫% ছাড়!,1
এক্সক্লুসিভ অফার! মাত্র ৫০ টাকায় ১ বছরের মেম্বারশিপ!,1
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0
আজ আস্থা দিয়ে বিকাশ-এ ৳৪৫০০ পাঠিয়ে নিন ৳১০০ কুপন tinyurl.com/BBLBK3,1
Going for dinner.msg you after.,0
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0
I asked sen to come chennai and search for job.,0
I'm working technical support :)voice process.,0
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0
How much u trying to get?,0
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,0
I will be gentle princess! We will make sweet gentle love...,0
আপনার মোবাইল রিচার্জ করুন এবং ১৫% ক্যাশব্যাক পান!,1
You will be in the place of that man,0
I am great princess! What are you thinking about me? :),0
আমার টাকা পয়সা দিবি না?!অনলাইনে ঈদের জামা কাপড় অর্ডার দিয়ে বসে আছি।টাকা শর্ট পড়সে।,0
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0
আসসালামু আলাইকুম আমার ছেলেটা খুবই অসুস্থ ওর চিকিৎসার জন্য সবাই সহায়তা করুন প্লিজ 🙏,1
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0
সময় থাকতেই পছন্দের জিনিস কিনে নিন। এমন অফার কিন্তু বার বার আসে না।|,1
Mm i am on the way to railway,0
ট্রানজ্যাকশন নম্বর R240428.1736.610093 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.24 টাকা। নতুন মেয়াদ 28/05/24পর্যন্ত,0
ট্রানজ্যাকশন নম্বর R231224.1335.6800d3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0
Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,0
আসসালামু আলাইকুম আমার ছেলেটা খুবই অসুস্থ ওর চিকিৎসার জন্য সবাই সহায়তা করুন প্লিজ 🙏|,1
শুভ নববর্ষ ! আজ থেকে আমাদের চট্টগ্রাম শোরুম খোলা আছে। ০১৭১৩১৯৯২৭০,1
"Some friends want me to drive em someplace, probably take a while",0
She.s find. I sent you an offline message to know how anjola's now.,0
ট্রানজ্যাকশন নম্বর R240204.1103.7001a2 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.80 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0
বোনাস সহ ২৫জিবি-২০০টাকা-৭দিন। নিতে ডায়াল *১২১*৫৪৫৩# বা mygp.li/mo,0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
ম্যাম পরিক্ষা না নিতে বলসে রাহাতে সেটার উত্তর বলসে। কালকে পরিক্ষা নিবে না এটা বলে দিসে অলরেডি|,0
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0
৭০ টাকা ইন্সট্যান্ট ক্যাশব্যাক মাত্র ৬০০ টাকা রিচার্জে। ভাষার মাসে আকাশ-এ অফারটি উপভোগ করুন যত খুশি ততবার।,1
Ya but it cant display internal subs so i gotta extract them,0
That was random saw my old roomate on campus. He graduated,0
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0
Yup ü not comin :-(,0
বিশেষ ছাড়! সব পণ্যের উপর ৮০% পর্যন্ত ডিসকাউন্ট!,1
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
